Continent,Region/Country,Product,Variable,Year,Unit,Quantity
America,Uruguay,Wine,Production,2022,1000 hl,  756
Asia,Uzbekistan,Wine,Production,1995,1000 hl,  830
Asia,Uzbekistan,Wine,Production,1996,1000 hl,  550
Asia,Uzbekistan,Wine,Production,1997,1000 hl,  650
Asia,Uzbekistan,Wine,Production,1998,1000 hl,  620
Asia,Uzbekistan,Wine,Production,1999,1000 hl,  590
Asia,Uzbekistan,Wine,Production,2000,1000 hl,  410
Asia,Uzbekistan,Wine,Production,2001,1000 hl,  435
Asia,Uzbekistan,Wine,Production,2002,1000 hl,  336
Asia,Uzbekistan,Wine,Production,2003,1000 hl,  458
Asia,Uzbekistan,Wine,Production,2004,1000 hl,  350
Asia,Uzbekistan,Wine,Production,2005,1000 hl,  241
Asia,Uzbekistan,Wine,Production,2006,1000 hl,  231
Asia,Uzbekistan,Wine,Production,2007,1000 hl,  250
Asia,Uzbekistan,Wine,Production,2008,1000 hl,  245
Asia,Uzbekistan,Wine,Production,2009,1000 hl,  211
Asia,Uzbekistan,Wine,Production,2010,1000 hl,  213
Asia,Uzbekistan,Wine,Production,2011,1000 hl,  361
Asia,Uzbekistan,Wine,Production,2012,1000 hl,  375
Asia,Uzbekistan,Wine,Production,2013,1000 hl,  358
Asia,Uzbekistan,Wine,Production,2014,1000 hl,  253
Asia,Uzbekistan,Wine,Production,2015,1000 hl,  345
Asia,Uzbekistan,Wine,Production,2016,1000 hl,  272
Asia,Uzbekistan,Wine,Production,2017,1000 hl,  256
Asia,Uzbekistan,Wine,Production,2018,1000 hl,  229
Asia,Uzbekistan,Wine,Production,2019,1000 hl,  216
Asia,Uzbekistan,Wine,Production,2020,1000 hl,  218
Asia,Uzbekistan,Wine,Production,2021,1000 hl,  218
Asia,Vietnam,Wine,Production,2010,1000 hl,0
Asia,Vietnam,Wine,Production,2011,1000 hl,0
Asia,Vietnam,Wine,Production,2012,1000 hl,0
Asia,Vietnam,Wine,Production,2013,1000 hl,0
Asia,Vietnam,Wine,Production,2014,1000 hl,0
Asia,Vietnam,Wine,Production,2015,1000 hl,0
Asia,Vietnam,Wine,Production,2016,1000 hl,0
Asia,Vietnam,Wine,Production,2017,1000 hl,0
Asia,Vietnam,Wine,Production,2018,1000 hl,0
Asia,Vietnam,Wine,Production,2019,1000 hl,0
Asia,Vietnam,Wine,Production,2020,1000 hl,0
Asia,Vietnam,Wine,Production,2021,1000 hl,0
Asia,Vietnam,Wine,Production,2022,1000 hl,0
Africa,Zimbabwe,Wine,Production,1995,1000 hl,  15
Africa,Zimbabwe,Wine,Production,1996,1000 hl,  15
Africa,Zimbabwe,Wine,Production,1997,1000 hl,  16
Africa,Zimbabwe,Wine,Production,1998,1000 hl,  16
Africa,Zimbabwe,Wine,Production,1999,1000 hl,  16
Africa,Zimbabwe,Wine,Production,2000,1000 hl,  16
Africa,Zimbabwe,Wine,Production,2001,1000 hl,  16
Africa,Zimbabwe,Wine,Production,2002,1000 hl,  16
Africa,Zimbabwe,Wine,Production,2003,1000 hl,  16
Africa,Zimbabwe,Wine,Production,2004,1000 hl,  16
Africa,Zimbabwe,Wine,Production,2005,1000 hl,  21
Africa,Zimbabwe,Wine,Production,2006,1000 hl,  24
Africa,Zimbabwe,Wine,Production,2007,1000 hl,  18
Africa,Zimbabwe,Wine,Production,2008,1000 hl,  18
Africa,Zimbabwe,Wine,Production,2009,1000 hl,  18
Africa,Zimbabwe,Wine,Production,2010,1000 hl,  18
Africa,Zimbabwe,Wine,Production,2011,1000 hl,  18
Africa,Zimbabwe,Wine,Production,2012,1000 hl,  18
Africa,Zimbabwe,Wine,Production,2013,1000 hl,  18
Africa,Zimbabwe,Wine,Production,2014,1000 hl,  20
Africa,Zimbabwe,Wine,Production,2015,1000 hl,  23
Africa,Zimbabwe,Wine,Production,2016,1000 hl,  21
Africa,Zimbabwe,Wine,Production,2017,1000 hl,  22
Africa,Zimbabwe,Wine,Production,2018,1000 hl,  20
Africa,Zimbabwe,Wine,Production,2019,1000 hl,  14
Africa,Zimbabwe,Wine,Production,2020,1000 hl,  14
Africa,Zimbabwe,Wine,Production,2021,1000 hl,  14
